name,size,link
Super Robot Taisen Alpha Gaiden (Japan) (Shokai Genteiban).chd.aria2,0 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Super%20Robot%20Taisen%20Alpha%20Gaiden%20%28Japan%29%20%28Shokai%20Genteiban%29.chd.aria2?download=true
Superstar Dance Club - 1 Hits!!! (USA).chd,86 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Superstar%20Dance%20Club%20-%201%20Hits%21%21%21%20%28USA%29.chd?download=true
Surf Riders (USA).chd,319 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Surf%20Riders%20%28USA%29.chd?download=true
Swagman (USA).chd,298 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Swagman%20%28USA%29.chd?download=true
Sydney 2000 (USA).chd,389 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Sydney%202000%20%28USA%29.chd?download=true
Syndicate Wars (USA).chd,121 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Syndicate%20Wars%20%28USA%29.chd?download=true
Syphon Filter (USA) (Demo).chd,137 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Syphon%20Filter%20%28USA%29%20%28Demo%29.chd?download=true
Syphon Filter 2 (USA) (Disc 2).chd,475 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Syphon%20Filter%202%20%28USA%29%20%28Disc%202%29.chd?download=true
Syphon Filter 3 (USA) (Demo).chd,75 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Syphon%20Filter%203%20%28USA%29%20%28Demo%29.chd?download=true
Syphon Filter 3 (USA).chd,393 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Syphon%20Filter%203%20%28USA%29.chd?download=true
T'ai Fu - Wrath of the Tiger (USA).chd,418 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/T%27ai%20Fu%20-%20Wrath%20of%20the%20Tiger%20%28USA%29.chd?download=true
T.R.A.G. - Mission of Mercy (USA).chd,484 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/T.R.A.G.%20-%20Mission%20of%20Mercy%20%28USA%29.chd?download=true
Taiho Shichau zo - You're Under Arrest (Japan) (Disc 1) (Shokai Genteiban).chd,440 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Taiho%20Shichau%20zo%20-%20You%27re%20Under%20Arrest%20%28Japan%29%20%28Disc%201%29%20%28Shokai%20Genteiban%29.chd?download=true
Tail Concerto (USA) (Demo).chd,315 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tail%20Concerto%20%28USA%29%20%28Demo%29.chd?download=true
Tail Concerto (USA).chd,327 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tail%20Concerto%20%28USA%29.chd?download=true
Tail of the Sun (USA).chd,179 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tail%20of%20the%20Sun%20%28USA%29.chd?download=true
Tales of Destiny (Japan) (Preview Edition by Namco).chd,231 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Tales%20of%20Destiny%20%28Japan%29%20%28Preview%20Edition%20by%20Namco%29.chd?download=true
Tales of Destiny (USA).chd,333 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tales%20of%20Destiny%20%28USA%29.chd?download=true
Tales of Destiny II (USA) (Disc 1).chd,352 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tales%20of%20Destiny%20II%20%28USA%29%20%28Disc%201%29.chd?download=true
Tales of Destiny II (USA) (Disc 2).chd,373 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tales%20of%20Destiny%20II%20%28USA%29%20%28Disc%202%29.chd?download=true
Tales of Destiny II (USA) (Disc 3).chd,412 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tales%20of%20Destiny%20II%20%28USA%29%20%28Disc%203%29.chd?download=true
Tall - Infinity (USA).chd,116 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tall%20-%20Infinity%20%28USA%29.chd?download=true
Team Buddies (USA).chd,266 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Team%20Buddies%20%28USA%29.chd?download=true
Team Losi RC Racer (USA).chd,306 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Team%20Losi%20RC%20Racer%20%28USA%29.chd?download=true
Tech PlayStation 97-10 (Japan).chd,435 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Tech%20PlayStation%2097-10%20%28Japan%29.chd?download=true
Tech PlayStation 97-4 (Japan).chd,334 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Tech%20PlayStation%2097-4%20%28Japan%29.chd?download=true
Tech PlayStation 97-5 (Japan).chd,356 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Tech%20PlayStation%2097-5%20%28Japan%29.chd?download=true
Tech PlayStation 97-6 (Japan).chd,310 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Tech%20PlayStation%2097-6%20%28Japan%29.chd?download=true
Tech PlayStation 97-6 (Japan).chd.aria2,0 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Tech%20PlayStation%2097-6%20%28Japan%29.chd.aria2?download=true
Tech PlayStation 97-7 (Japan).chd,441 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Tech%20PlayStation%2097-7%20%28Japan%29.chd?download=true
Tech PlayStation 97-8 (Japan).chd,407 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Tech%20PlayStation%2097-8%20%28Japan%29.chd?download=true
Tech PlayStation 97-9 (Japan).chd,418 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Tech%20PlayStation%2097-9%20%28Japan%29.chd?download=true
Tech PlayStation Vol. 1 (Japan).chd,360 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Tech%20PlayStation%20Vol.%201%20%28Japan%29.chd?download=true
Tecmo Stackers (USA).chd,386 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tecmo%20Stackers%20%28USA%29.chd?download=true
Tecmo Super Bowl (USA).chd,110 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tecmo%20Super%20Bowl%20%28USA%29.chd?download=true
Tecmo World Golf - Japan (USA).chd,154 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tecmo%20World%20Golf%20-%20Japan%20%28USA%29.chd?download=true
Tecmo's Deception - Invitation to Darkness (USA).chd,197 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tecmo%27s%20Deception%20-%20Invitation%20to%20Darkness%20%28USA%29.chd?download=true
Tekken (USA).chd,457 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tekken%20%28USA%29.chd?download=true
Tekken 2 (USA) (Rev 1).chd,511 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tekken%202%20%28USA%29%20%28Rev%201%29.chd?download=true
Tekken 2 (USA).chd,509 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tekken%202%20%28USA%29.chd?download=true
Tekken 3 (USA).chd,459 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tekken%203%20%28USA%29.chd?download=true
Tempest X3 (USA).chd,247 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tempest%20X3%20%28USA%29.chd?download=true
Ten Pin Alley (USA).chd,325 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Ten%20Pin%20Alley%20%28USA%29.chd?download=true
Tenchu - Stealth Assassins (USA) (Rev 1).chd,380 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tenchu%20-%20Stealth%20Assassins%20%28USA%29%20%28Rev%201%29.chd?download=true
Tenchu - Stealth Assassins (USA).chd,384 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tenchu%20-%20Stealth%20Assassins%20%28USA%29.chd?download=true
Tenchu 2 - Birth of the Stealth Assassins (USA).chd,447 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tenchu%202%20-%20Birth%20of%20the%20Stealth%20Assassins%20%28USA%29.chd?download=true
Tenkuu no Escaflowne (Japan) (Genteiban).chd,381 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Tenkuu%20no%20Escaflowne%20%28Japan%29%20%28Genteiban%29.chd?download=true
Tennis (USA).chd,46 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tennis%20%28USA%29.chd?download=true
Test Drive Off-Road (USA).chd,399 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Test%20Drive%20Off-Road%20%28USA%29.chd?download=true
Test Drive Off-Road 2 (USA).chd,123 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Test%20Drive%20Off-Road%202%20%28USA%29.chd?download=true
Test Drive Off-Road 3 (USA).chd,201 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Test%20Drive%20Off-Road%203%20%28USA%29.chd?download=true
Tetris Plus (USA).chd,353 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tetris%20Plus%20%28USA%29.chd?download=true
Theme Hospital (USA).chd,127 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Theme%20Hospital%20%28USA%29.chd?download=true
Theme Park (USA).chd,135 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Theme%20Park%20%28USA%29.chd?download=true
Thousand Arms (USA) (Demo).chd,133 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Thousand%20Arms%20%28USA%29%20%28Demo%29.chd?download=true
Thousand Arms (USA) (Disc 1).chd,398 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Thousand%20Arms%20%28USA%29%20%28Disc%201%29.chd?download=true
Thousand Arms (USA) (Disc 2).chd,343 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Thousand%20Arms%20%28USA%29%20%28Disc%202%29.chd?download=true
Thousand Arms (USA) (Disc 2).chd.aria2,0 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Thousand%20Arms%20%28USA%29%20%28Disc%202%29.chd.aria2?download=true
Thrasher - Skate and Destroy (USA) (Demo).chd,20 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Thrasher%20-%20Skate%20and%20Destroy%20%28USA%29%20%28Demo%29.chd?download=true
Thrasher - Skate and Destroy (USA).chd,0 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Thrasher%20-%20Skate%20and%20Destroy%20%28USA%29.chd?download=true
Thrasher - Skate and Destroy (USA).chd.aria2__temp,0 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Thrasher%20-%20Skate%20and%20Destroy%20%28USA%29.chd.aria2__temp?download=true
Threads of Fate (USA).chd,193 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Threads%20of%20Fate%20%28USA%29.chd?download=true
"Three Decoders 1, The - Riddle of the Ring (USA).chd",177 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Three%20Decoders%201%2C%20The%20-%20Riddle%20of%20the%20Ring%20%28USA%29.chd?download=true
"Three Decoders 2, The - Key to the Carousel (USA).chd",188 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Three%20Decoders%202%2C%20The%20-%20Key%20to%20the%20Carousel%20%28USA%29.chd?download=true
"Three Stooges, The (USA).chd",87 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Three%20Stooges%2C%20The%20%28USA%29.chd?download=true
Thrill Kill (USA) (Beta).chd,320 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Thrill%20Kill%20%28USA%29%20%28Beta%29.chd?download=true
Thunder Force V - Perfect System (USA).chd,308 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Thunder%20Force%20V%20-%20Perfect%20System%20%28USA%29.chd?download=true
Thunder Truck Rally (USA).chd,148 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Thunder%20Truck%20Rally%20%28USA%29.chd?download=true
Thunderstrike 2 (USA).chd,277 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Thunderstrike%202%20%28USA%29.chd?download=true
Tiger Woods 99 PGA Tour Golf (USA) (Rev 1).chd,208 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tiger%20Woods%2099%20PGA%20Tour%20Golf%20%28USA%29%20%28Rev%201%29.chd?download=true
Tiger Woods 99 PGA Tour Golf (USA).chd,251 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tiger%20Woods%2099%20PGA%20Tour%20Golf%20%28USA%29.chd?download=true
Tiger Woods PGA Tour 2000 (USA).chd,162 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tiger%20Woods%20PGA%20Tour%202000%20%28USA%29.chd?download=true
Tiger Woods PGA Tour Golf (USA).chd,154 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tiger%20Woods%20PGA%20Tour%20Golf%20%28USA%29.chd?download=true
Tigershark (USA).chd,376 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tigershark%20%28USA%29.chd?download=true
Time Commando (USA).chd,383 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Time%20Commando%20%28USA%29.chd?download=true
Time Crisis (USA).chd,395 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Time%20Crisis%20%28USA%29.chd?download=true
Time Crisis - Project Titan (USA).chd,351 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Time%20Crisis%20-%20Project%20Titan%20%28USA%29.chd?download=true
Timeless Jade Trade (USA).chd,19 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Timeless%20Jade%20Trade%20%28USA%29.chd?download=true
"Timeless Math 1 - Maya, Search and Rescue (USA).chd",324 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Timeless%20Math%201%20-%20Maya%2C%20Search%20and%20Rescue%20%28USA%29.chd?download=true
"Timeless Math 2 - Maya, Observatory (USA).chd",337 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Timeless%20Math%202%20-%20Maya%2C%20Observatory%20%28USA%29.chd?download=true
"Timeless Math 3 - Maya, King Jaguar's Village (USA).chd",454 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Timeless%20Math%203%20-%20Maya%2C%20King%20Jaguar%27s%20Village%20%28USA%29.chd?download=true
Timeless Math 4 - Lunar Base (USA).chd,237 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Timeless%20Math%204%20-%20Lunar%20Base%20%28USA%29.chd?download=true
Timeless Math 5 - Space Flight Rescue (USA).chd,143 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Timeless%20Math%205%20-%20Space%20Flight%20Rescue%20%28USA%29.chd?download=true
Timeless Math 6 - Brainswarm (USA).chd,222 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Timeless%20Math%206%20-%20Brainswarm%20%28USA%29.chd?download=true
Timeless Math 7 - Rover Recovery (USA).chd,61 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Timeless%20Math%207%20-%20Rover%20Recovery%20%28USA%29.chd?download=true
Tiny Tank (USA).chd,452 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tiny%20Tank%20%28USA%29.chd?download=true
Tiny Toon Adventures - Plucky's Big Adventure (USA).chd,52 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tiny%20Toon%20Adventures%20-%20Plucky%27s%20Big%20Adventure%20%28USA%29.chd?download=true
Tiny Toon Adventures - The Great Beanstalk (USA).chd,114 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tiny%20Toon%20Adventures%20-%20The%20Great%20Beanstalk%20%28USA%29.chd?download=true
Tiny Toon Adventures - Toonenstein - Dare to Scare! (USA).chd,447 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tiny%20Toon%20Adventures%20-%20Toonenstein%20-%20Dare%20to%20Scare%21%20%28USA%29.chd?download=true
Titan A.E. (USA) (Demo).chd,146 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Titan%20A.E.%20%28USA%29%20%28Demo%29.chd?download=true
Tobal No. 1 (USA).chd,323 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tobal%20No.%201%20%28USA%29.chd?download=true
Tokimeki Memorial - Forever with You (Japan) (Shokai Genteiban) (Rev 1).chd,494 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Tokimeki%20Memorial%20-%20Forever%20with%20You%20%28Japan%29%20%28Shokai%20Genteiban%29%20%28Rev%201%29.chd?download=true
Tokyo Highway Battle (USA).chd,424 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tokyo%20Highway%20Battle%20%28USA%29.chd?download=true
Tom and Jerry in House Trap (USA).chd,83 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tom%20and%20Jerry%20in%20House%20Trap%20%28USA%29.chd?download=true
Tomb Raider (USA) (Rev 1).chd,312 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tomb%20Raider%20%28USA%29%20%28Rev%201%29.chd?download=true
Tomb Raider (USA) (Rev 2).chd,318 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tomb%20Raider%20%28USA%29%20%28Rev%202%29.chd?download=true
Tomb Raider (USA) (Rev 3).chd,318 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tomb%20Raider%20%28USA%29%20%28Rev%203%29.chd?download=true
Tomb Raider (USA) (Rev 4).chd,358 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tomb%20Raider%20%28USA%29%20%28Rev%204%29.chd?download=true
Tomb Raider (USA) (Rev 5).chd,392 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tomb%20Raider%20%28USA%29%20%28Rev%205%29.chd?download=true
Tomb Raider (USA) (Rev 6).chd,343 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tomb%20Raider%20%28USA%29%20%28Rev%206%29.chd?download=true
Tomb Raider (USA).chd,312 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tomb%20Raider%20%28USA%29.chd?download=true
Tomb Raider - The Last Revelation (USA) (Rev 1).chd,499 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tomb%20Raider%20-%20The%20Last%20Revelation%20%28USA%29%20%28Rev%201%29.chd?download=true
Tomb Raider - The Last Revelation (USA).chd,498 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tomb%20Raider%20-%20The%20Last%20Revelation%20%28USA%29.chd?download=true
Tomb Raider Chronicles (USA) (Rev 1).chd,429 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tomb%20Raider%20Chronicles%20%28USA%29%20%28Rev%201%29.chd?download=true
Tomb Raider Chronicles (USA).chd,429 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tomb%20Raider%20Chronicles%20%28USA%29.chd?download=true
Tomb Raider II - Starring Lara Croft (USA) (Rev 1).chd,377 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tomb%20Raider%20II%20-%20Starring%20Lara%20Croft%20%28USA%29%20%28Rev%201%29.chd?download=true
Tomb Raider II - Starring Lara Croft (USA) (Rev 2).chd,330 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tomb%20Raider%20II%20-%20Starring%20Lara%20Croft%20%28USA%29%20%28Rev%202%29.chd?download=true
Tomb Raider II - Starring Lara Croft (USA) (Rev 3).chd,350 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tomb%20Raider%20II%20-%20Starring%20Lara%20Croft%20%28USA%29%20%28Rev%203%29.chd?download=true
Tomb Raider II - Starring Lara Croft (USA).chd,353 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tomb%20Raider%20II%20-%20Starring%20Lara%20Croft%20%28USA%29.chd?download=true
Tomb Raider III - Adventures of Lara Croft (USA) (Rev 1).chd,399 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tomb%20Raider%20III%20-%20Adventures%20of%20Lara%20Croft%20%28USA%29%20%28Rev%201%29.chd?download=true
Tomb Raider III - Adventures of Lara Croft (USA) (Rev 2).chd,417 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tomb%20Raider%20III%20-%20Adventures%20of%20Lara%20Croft%20%28USA%29%20%28Rev%202%29.chd?download=true
Tomb Raider III - Adventures of Lara Croft (USA).chd,385 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tomb%20Raider%20III%20-%20Adventures%20of%20Lara%20Croft%20%28USA%29.chd?download=true
Tomba! (USA) (Beta).chd,166 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tomba%21%20%28USA%29%20%28Beta%29.chd?download=true
Tomba! (USA) (Demo).chd,57 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tomba%21%20%28USA%29%20%28Demo%29.chd?download=true
Tomba! (USA).chd,161 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tomba%21%20%28USA%29.chd?download=true
Tomba! 2 - The Evil Swine Return (USA) (Demo).chd,11 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tomba%21%202%20-%20The%20Evil%20Swine%20Return%20%28USA%29%20%28Demo%29.chd?download=true
Tomba! 2 - The Evil Swine Return (USA).chd,230 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tomba%21%202%20-%20The%20Evil%20Swine%20Return%20%28USA%29.chd?download=true
Tomoyasu Hotei - Stolen Song (Japan) (Demo 2).chd,316 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Tomoyasu%20Hotei%20-%20Stolen%20Song%20%28Japan%29%20%28Demo%202%29.chd?download=true
Tonka Space Station (USA).chd,324 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tonka%20Space%20Station%20%28USA%29.chd?download=true
Tony Hawk's Pro Skater (USA) (Beta).chd,344 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tony%20Hawk%27s%20Pro%20Skater%20%28USA%29%20%28Beta%29.chd?download=true
Tony Hawk's Pro Skater (USA).chd,344 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tony%20Hawk%27s%20Pro%20Skater%20%28USA%29.chd?download=true
Tony Hawk's Pro Skater 2 (USA) (Beta).chd,176 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tony%20Hawk%27s%20Pro%20Skater%202%20%28USA%29%20%28Beta%29.chd?download=true
Tony Hawk's Pro Skater 2 (USA) (Demo).chd,21 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tony%20Hawk%27s%20Pro%20Skater%202%20%28USA%29%20%28Demo%29.chd?download=true
Tony Hawk's Pro Skater 2 (USA).chd,463 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tony%20Hawk%27s%20Pro%20Skater%202%20%28USA%29.chd?download=true
Tony Hawk's Pro Skater 3 (USA).chd,380 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tony%20Hawk%27s%20Pro%20Skater%203%20%28USA%29.chd?download=true
Tony Hawk's Pro Skater 4 (USA).chd,473 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tony%20Hawk%27s%20Pro%20Skater%204%20%28USA%29.chd?download=true
Top Gun - Fire at Will! (USA).chd,436 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Top%20Gun%20-%20Fire%20at%20Will%21%20%28USA%29.chd?download=true
Top Shop (USA).chd,20 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Top%20Shop%20%28USA%29.chd?download=true
Toshiba Emi Egg & Zutto Issho Demo Disc (Japan).chd,251 MB,https://huggingface.co/datasets/Emuladores/psxjp/resolve/main/Toshiba%20Emi%20Egg%20%26%20Zutto%20Issho%20Demo%20Disc%20%28Japan%29.chd?download=true
Total Eclipse Turbo (USA).chd,188 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Total%20Eclipse%20Turbo%20%28USA%29.chd?download=true
Toys R Us - Attack of the Killer Demos! (USA).chd,198 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Toys%20R%20Us%20-%20Attack%20of%20the%20Killer%20Demos%21%20%28USA%29.chd?download=true
Toys R Us - Interactive CD Sampler Disc (USA).chd,150 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Toys%20R%20Us%20-%20Interactive%20CD%20Sampler%20Disc%20%28USA%29.chd?download=true
Toys R Us Demo Disc (USA).chd,397 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Toys%20R%20Us%20Demo%20Disc%20%28USA%29.chd?download=true
True Pinball (USA).chd,396 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/True%20Pinball%20%28USA%29.chd?download=true
Tunnel B1 (USA).chd,244 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Tunnel%20B1%20%28USA%29.chd?download=true
Turbo Prop Racing (USA).chd,397 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Turbo%20Prop%20Racing%20%28USA%29.chd?download=true
Turnabout (USA).chd,93 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Turnabout%20%28USA%29.chd?download=true
Twisted Metal (USA).chd,178 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Twisted%20Metal%20%28USA%29.chd?download=true
Twisted Metal - Small Brawl (USA).chd,194 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Twisted%20Metal%20-%20Small%20Brawl%20%28USA%29.chd?download=true
Vagrant Story (USA).chd,95 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Vagrant%20Story%20%28USA%29.chd?download=true
Valkyrie Profile (USA) (Disc 1).chd,475 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Valkyrie%20Profile%20%28USA%29%20%28Disc%201%29.chd?download=true
Valkyrie Profile (USA) (Disc 2).chd,484 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Valkyrie%20Profile%20%28USA%29%20%28Disc%202%29.chd?download=true
Vampire Hunter D (USA).chd,241 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Vampire%20Hunter%20D%20%28USA%29.chd?download=true
Vanark (USA).chd,429 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Vanark%20%28USA%29.chd?download=true
Vandal Hearts (USA).chd,416 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Vandal%20Hearts%20%28USA%29.chd?download=true
Vandal Hearts II (USA).chd,121 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Vandal%20Hearts%20II%20%28USA%29.chd?download=true
Vanguard Bandits (USA).chd,371 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Vanguard%20Bandits%20%28USA%29.chd?download=true
Vanishing Point (USA).chd,364 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Vanishing%20Point%20%28USA%29.chd?download=true
Vegas Games 2000 (USA).chd,165 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Vegas%20Games%202000%20%28USA%29.chd?download=true
Viewpoint (USA).chd,355 MB,https://huggingface.co/datasets/Emuladores/psxusa/resolve/main/Viewpoint%20%28USA%29.chd?download=true
